Company,Customer ID,Cliente,Pagador,Application ID,Loan ID,Product Type,Disbursement Date,TPV,Disbursement Amount,Origination Fee,Origination Fee Taxes,Loan Currency,Interest Rate APR,Term,Term Unit,Payment Frequency,Days in Default,Pledge To,Pledge Date,Loan Status,Outstanding Loan Value,Other,New Loan ID,New Loan Date,Old Loan ID,Recovery Date,Recovery Value,delinquency_bucket,risk_score,advance_rate
Abaco Financial,CLIAB000270,"PRODUCTOS DE CONCRETO, S.A. DE C.V.","HOSPITAL NACIONAL 073 ""SAN JUAN DE DIOS"" SAN MIGUEL",DSB1772-073,DSB1772-073,factoring,2025-07-20,46845.91,56936.93,39.54,123.07,USD,0.3213,120,days,bullet,3,,,Current,43985.18,,,,,,,early_delinquent,0.12139652751773039,1.0
Abaco Technologies,CLIAB000271,KEVIN ENRIQUE CLIENTE 074 MORALES,"ASSA COMPAÑIA DE SEGUROS, S.A.",DSB1773-074,DSB1773-074,factoring,2025-07-19,48521.36,16640.3,881.88,189.07,USD,0.307,30,days,bullet,0,,,Complete,4368.69,,,,,,,current,0.03708145595744676,0.3429479305608911
Abaco Technologies,CLIAB000272,"SERVICIOS TECNICOS MEDICOS 75, S.A. DE C.V.","ASSA COMPAÑIA DE SEGUROS, S.A.",DSB1774-075,DSB1774-075,factoring,2025-07-18,49025.16,69187.01,313.68,257.99,USD,0.3601,30,days,bullet,0,,,Complete,19612.98,,,,,,,current,0.19354915021276586,1.0
Abaco Technologies,CLIAB000273,"SERVICIOS TECNICOS MEDICOS 76, S.A. DE C.V.","HOSPITAL NACIONAL 076 ""SAN JUAN DE DIOS"" SAN MIGUEL",DSB1775-076,DSB1775-076,factoring,2025-07-17,26210.31,25074.86,403.38,251.36,USD,0.3321,90,days,bullet,0,,,Current,43804.26,,,,,,,current,0.14327234510638298,0.9566792609473143
Abaco Financial,CLIAB000274,"PRODUCTOS DE CONCRETO, S.A. DE C.V.","EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. ETESAL, S.A. DE C.V.",DSB1776-077,DSB1776-077,factoring,2025-07-16,3719.92,9376.82,185.28,105.95,USD,0.3114,90,days,bullet,0,,,Current,3453.64,,,,,,,current,0.047868533617021265,1.0
Abaco Technologies,CLIAB000275,"PRODUCTOS DE CONCRETO, S.A. DE C.V.","HOSPITAL NACIONAL 078 ""SAN JUAN DE DIOS"" SAN MIGUEL",DSB1777-078,DSB1777-078,factoring,2025-07-15,35129.8,18887.78,910.01,115.53,USD,0.3687,120,days,bullet,0,,,Current,38797.14,,,,,,,current,0.23560565063829794,0.5376569180581727
Abaco Financial,CLIAB000276,"SERVICIOS TECNICOS MEDICOS 79, S.A. DE C.V.","HOSPITAL NACIONAL 079 ""SAN JUAN DE DIOS"" SAN MIGUEL",DSB1778-079,DSB1778-079,factoring,2025-07-14,11806.61,35572.87,908.17,299.46,USD,0.349,90,days,bullet,0,,,Current,7702.08,,,,,,,current,0.1521169736170212,1.0
Abaco Technologies,CLIAB000277,KEVIN ENRIQUE CLIENTE 080 MORALES,"HOSPITAL NACIONAL 080 ""SAN JUAN DE DIOS"" SAN MIGUEL",DSB1779-080,DSB1779-080,factoring,2025-07-13,69027.42,20723.55,398.12,305.35,USD,0.3596,90,days,bullet,0,,,Current,31904.56,,,,,,,current,0.20451094297872333,0.3002219987361544
Abaco Technologies,CLIAB000278,KEVIN ENRIQUE CLIENTE 081 MORALES,"EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. ETESAL, S.A. DE C.V.",DSB1780-081,DSB1780-081,factoring,2025-07-12,34145.39,15565.03,1894.06,41.6,USD,0.3419,90,days,bullet,3,,,Current,777.99,,,,,,,early_delinquent,0.1329765715602836,0.45584572324404554
Abaco Technologies,CLIAB000279,"TRANSPORTES MODERNOS, S.A. DE C.V.","HOSPITAL NACIONAL 082 ""SAN JUAN DE DIOS"" SAN MIGUEL",DSB1781-082,DSB1781-082,factoring,2025-07-11,51130.98,10219.09,1543.57,64.6,USD,0.3277,120,days,bullet,0,,,Complete,38266.34,,,,,,,current,0.12603229744680847,0.19986102359078586
Abaco Financial,CLIAB000280,"TRANSPORTES MODERNOS, S.A. DE C.V.","ASSA COMPAÑIA DE SEGUROS, S.A.",DSB1782-083,DSB1782-083,factoring,2025-07-10,67134.3,28405.68,2259.93,316.65,USD,0.3207,120,days,bullet,3,,,Current,10831.35,,,,,,,early_delinquent,0.08664695283687937,0.4231172440913214
Abaco Financial,CLIAB000281,KEVIN ENRIQUE CLIENTE 084 MORALES,"HOSPITAL NACIONAL 084 ""SAN JUAN DE DIOS"" SAN MIGUEL",DSB1783-084,DSB1783-084,factoring,2025-07-09,26082.78,20611.58,1760.23,92.26,USD,0.3014,30,days,bullet,0,,,Current,7443.18,,,,,,,current,0.025262328936170173,0.7902370836237549
Abaco Technologies,CLIAB000282,"PRODUCTOS DE CONCRETO, S.A. DE C.V.","ASSA COMPAÑIA DE SEGUROS, S.A.",DSB1784-085,DSB1784-085,factoring,2025-07-08,61373.57,33544.96,579.0,233.65,USD,0.3232,90,days,bullet,0,,,Current,48723.25,,,,,,,current,0.12452112234042548,0.5465701278253815
Abaco Technologies,CLIAB000283,KEVIN ENRIQUE CLIENTE 086 MORALES,"EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. ETESAL, S.A. DE C.V.",DSB1785-086,DSB1785-086,factoring,2025-07-07,2983.03,53132.59,567.63,52.3,USD,0.3569,120,days,bullet,3,,,Current,72587.12,,,,,,,early_delinquent,0.24467931858156022,1.0
Abaco Financial,CLIAB000284,"TRANSPORTES MODERNOS, S.A. DE C.V.","HOSPITAL NACIONAL 087 ""SAN JUAN DE DIOS"" SAN MIGUEL",DSB1786-087,DSB1786-087,factoring,2025-07-06,27731.16,814.77,1654.04,224.71,USD,0.3162,90,days,bullet,3,,,Current,25738.36,,,,,,,early_delinquent,0.08958587773049637,0.029381028417130764
Abaco Technologies,CLIAB000285,KEVIN ENRIQUE CLIENTE 088 MORALES,"HOSPITAL NACIONAL 088 ""SAN JUAN DE DIOS"" SAN MIGUEL",DSB1787-088,DSB1787-088,factoring,2025-07-05,3697.55,6372.31,2395.58,18.14,USD,0.3238,120,days,bullet,1,,,Current,72392.52,,,,,,,early_delinquent,0.15200835924349873,1.0
Abaco Technologies,CLIAB000286,KEVIN ENRIQUE CLIENTE 089 MORALES,"EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. ETESAL, S.A. DE C.V.",DSB1788-089,DSB1788-089,factoring,2025-07-04,56973.55,39566.34,538.69,262.51,USD,0.3302,90,days,bullet,3,,,Current,63283.09,,,,,,,early_delinquent,0.1643646502836879,0.6944685735749307
Abaco Technologies,CLIAB000287,"SERVICIOS TECNICOS MEDICOS 90, S.A. DE C.V.","EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. ETESAL, S.A. DE C.V.",DSB1789-090,DSB1789-090,factoring,2025-07-03,40006.38,55329.41,1848.68,138.37,USD,0.3572,90,days,bullet,1,,,Default,66824.39,,,,,,,early_delinquent,0.5352700164775414,1.0
Abaco Technologies,CLIAB000288,"PRODUCTOS DE CONCRETO, S.A. DE C.V.","EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. ETESAL, S.A. DE C.V.",DSB1790-091,DSB1790-091,factoring,2025-07-02,69870.64,56632.34,1197.72,184.31,USD,0.3212,120,days,bullet,0,,,Complete,41568.65,,,,,,,current,0.11204737340425525,0.8105312903960805
Abaco Financial,CLIAB000289,"SERVICIOS TECNICOS MEDICOS 92, S.A. DE C.V.","HOSPITAL NACIONAL 092 ""SAN JUAN DE DIOS"" SAN MIGUEL",DSB1791-092,DSB1791-092,factoring,2025-07-01,46025.46,70979.44,324.86,133.72,USD,0.3564,90,days,bullet,0,,,Current,9531.41,,,,,,,current,0.17362715468085102,1.0
Abaco Financial,CLIAB000290,"TRANSPORTES MODERNOS, S.A. DE C.V.","HOSPITAL NACIONAL 093 ""SAN JUAN DE DIOS"" SAN MIGUEL",DSB1792-093,DSB1792-093,factoring,2025-06-30,22181.84,66264.73,608.89,11.39,USD,0.3096,90,days,bullet,1,,,Current,76170.91,,,,,,,early_delinquent,0.11802079179669024,1.0
Abaco Financial,CLIAB000291,"PRODUCTOS DE CONCRETO, S.A. DE C.V.","ASSA COMPAÑIA DE SEGUROS, S.A.",DSB1793-094,DSB1793-094,factoring,2025-06-29,52558.32,29843.07,2475.98,213.65,USD,0.3624,120,days,bullet,1,,,Current,35742.66,,,,,,,early_delinquent,0.2180180737115839,0.5678086742498618
Abaco Financial,CLIAB000292,"PRODUCTOS DE CONCRETO, S.A. DE C.V.","HOSPITAL NACIONAL 095 ""SAN JUAN DE DIOS"" SAN MIGUEL",DSB1794-095,DSB1794-095,factoring,2025-06-28,68570.74,3952.4,788.66,157.94,USD,0.3398,120,days,bullet,0,,,Current,22258.56,,,,,,,current,0.14220536851063825,0.05763974546577738
Abaco Technologies,CLIAB000293,"SERVICIOS TECNICOS MEDICOS 96, S.A. DE C.V.","ASSA COMPAÑIA DE SEGUROS, S.A.",DSB1795-096,DSB1795-096,factoring,2025-06-27,33231.7,9419.07,2495.75,138.61,USD,0.304,120,days,bullet,1,,,Current,34780.91,,,,,,,early_delinquent,0.061737174775413656,0.2834362972703774
Abaco Financial,CLIAB000294,"SERVICIOS TECNICOS MEDICOS 97, S.A. DE C.V.","EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. ETESAL, S.A. DE C.V.",DSB1796-097,DSB1796-097,factoring,2025-06-26,26812.26,10444.36,1608.35,90.35,USD,0.3215,90,days,bullet,1,,,Current,40757.43,,,,,,,early_delinquent,0.11425624796690306,0.38953672685555046
Abaco Technologies,CLIAB000295,"SERVICIOS TECNICOS MEDICOS 98, S.A. DE C.V.","ASSA COMPAÑIA DE SEGUROS, S.A.",DSB1797-098,DSB1797-098,factoring,2025-06-25,58552.08,21114.87,464.58,66.28,USD,0.3046,30,days,bullet,3,,,Complete,58364.71,,,,,,,early_delinquent,0.09136116390070913,0.3606169072046629
Abaco Technologies,CLIAB000296,"TRANSPORTES MODERNOS, S.A. DE C.V.","EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. ETESAL, S.A. DE C.V.",DSB1798-099,DSB1798-099,factoring,2025-06-24,60025.02,32985.66,194.67,252.83,USD,0.3133,120,days,bullet,3,,,Current,32729.44,,,,,,,early_delinquent,0.08886419177304967,0.5495318452205431
Abaco Technologies,CLIAB000297,"SERVICIOS TECNICOS MEDICOS 100, S.A. DE C.V.","ASSA COMPAÑIA DE SEGUROS, S.A.",DSB1799-100,DSB1799-100,factoring,2025-06-23,13207.6,70644.67,428.2,271.03,USD,0.297,90,days,bullet,0,,,Current,27861.91,,,,,,,current,0.03397893127659567,1.0
