Company,Customer ID,Cliente,Pagador,Application ID,Loan ID,Product Type,Disbursement Date,TPV,Disbursement Amount,Origination Fee,Origination Fee Taxes,Loan Currency,Interest Rate APR,Term,Term Unit,Payment Frequency,Days in Default,Pledge To,Pledge Date,Loan Status,Outstanding Loan Value,Other,New Loan ID,New Loan Date,Old Loan ID,Recovery Date,Recovery Value
Abaco Financial,CLIAB001084,"PRODUCTOS DE CONCRETO, S.A. DE C.V. 84","EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. 84",DSB1784-085,DSB1784-085,factoring,2025-07-08,93369.3,14078.18,210.35,63.53,USD,0.1622,60,days,bullet,1,,,Complete,77462.95,,,,,,
Abaco Financial,CLIAB001085,"PRODUCTOS DE CONCRETO, S.A. DE C.V. 85","ASSA COMPAÑIA DE SEGUROS, S.A. 85",DSB1785-086,DSB1785-086,factoring,2025-07-07,80631.73,61823.59,1016.89,1053.2,USD,0.1773,60,days,bullet,10,,,Current,21474.54,,,,,,
Abaco Technologies,CLIAB001086,"SERVICIOS TECNICOS MEDICOS, S.A. DE C.V. 86",HOSPITAL NACIONAL SAN JUAN DE DIOS 86,DSB1786-087,DSB1786-087,factoring,2025-07-06,47270.78,10414.48,633.37,2630.19,USD,0.3188,90,days,bullet,0,,,Complete,94212.35,,,,,,
Abaco Technologies,CLIAB001087,"PRODUCTOS DE CONCRETO, S.A. DE C.V. 87","EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. 87",DSB1787-088,DSB1787-088,factoring,2025-07-05,78691.58,72845.85,2527.61,827.12,USD,0.3283,60,days,bullet,0,,,Default,12944.88,,,,,,
Abaco Financial,CLIAB001088,"SERVICIOS TECNICOS MEDICOS, S.A. DE C.V. 88","EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. 88",DSB1788-089,DSB1788-089,factoring,2025-07-04,2765.84,9364.83,3728.49,837.88,USD,0.3434,180,days,bullet,0,,,Current,89716.09,,,,,,
Abaco Financial,CLIAB001089,"SERVICIOS TECNICOS MEDICOS, S.A. DE C.V. 89","EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. 89",DSB1789-090,DSB1789-090,factoring,2025-07-03,11805.26,93658.04,3153.76,4183.16,USD,0.3664,180,days,bullet,3,,,Current,10939.17,,,,,,
Abaco Technologies,CLIAB001090,"TRANSPORTES MODERNOS, S.A. DE C.V. 90","ASSA COMPAÑIA DE SEGUROS, S.A. 90",DSB1790-091,DSB1790-091,factoring,2025-07-02,83113.43,14603.39,4257.14,4945.77,USD,0.3349,60,days,bullet,0,,,Current,27189.44,,,,,,
Abaco Financial,CLIAB001091,"PRODUCTOS DE CONCRETO, S.A. DE C.V. 91",HOSPITAL NACIONAL SAN JUAN DE DIOS 91,DSB1791-092,DSB1791-092,factoring,2025-07-01,79884.89,95929.14,784.51,2784.29,USD,0.3502,90,days,bullet,1,,,Complete,84801.38,,,,,,
Abaco Financial,CLIAB001092,"PRODUCTOS DE CONCRETO, S.A. DE C.V. 92","ASSA COMPAÑIA DE SEGUROS, S.A. 92",DSB1792-093,DSB1792-093,factoring,2025-06-30,24031.43,80287.53,3675.76,4196.96,USD,0.1622,180,days,bullet,0,,,Current,18769.72,,,,,,
Abaco Technologies,CLIAB001093,"PRODUCTOS DE CONCRETO, S.A. DE C.V. 93",HOSPITAL NACIONAL SAN JUAN DE DIOS 93,DSB1793-094,DSB1793-094,factoring,2025-06-29,53546.19,59774.52,973.28,4951.71,USD,0.2086,120,days,bullet,0,,,Current,41943.23,,,,,,
Abaco Financial,CLIAB001094,"TRANSPORTES MODERNOS, S.A. DE C.V. 94","EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. 94",DSB1794-095,DSB1794-095,factoring,2025-06-28,60995.57,78479.79,1361.09,716.56,USD,0.3055,60,days,bullet,1,,,Current,45536.07,,,,,,
Abaco Technologies,CLIAB001095,"SERVICIOS TECNICOS MEDICOS, S.A. DE C.V. 95","EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. 95",DSB1795-096,DSB1795-096,factoring,2025-06-27,86906.16,79716.37,3552.42,2246.75,USD,0.3645,90,days,bullet,1,,,Complete,25280.64,,,,,,
Abaco Technologies,CLIAB001096,"PRODUCTOS DE CONCRETO, S.A. DE C.V. 96","ASSA COMPAÑIA DE SEGUROS, S.A. 96",DSB1796-097,DSB1796-097,factoring,2025-06-26,60707.61,94656.68,4901.22,1968.94,USD,0.1511,120,days,bullet,3,,,Current,71314.27,,,,,,
Abaco Financial,CLIAB001097,"SERVICIOS TECNICOS MEDICOS, S.A. DE C.V. 97","EMPRESA TRANSMISORA DE EL SALVADOR, S.A. DE C.V. 97",DSB1797-098,DSB1797-098,factoring,2025-06-25,41844.59,26084.95,3061.6,409.45,USD,0.2787,120,days,bullet,10,,,Current,85282.13,,,,,,
Abaco Financial,CLIAB001098,"PRODUCTOS DE CONCRETO, S.A. DE C.V. 98",HOSPITAL NACIONAL SAN JUAN DE DIOS 98,DSB1798-099,DSB1798-099,factoring,2025-06-24,38044.22,59417.51,281.96,3779.1,USD,0.3193,30,days,bullet,1,,,Current,87582.94,,,,,,
Abaco Technologies,CLIAB001099,"TRANSPORTES MODERNOS, S.A. DE C.V. 99",HOSPITAL NACIONAL SAN JUAN DE DIOS 99,DSB1799-100,DSB1799-100,factoring,2025-06-23,43162.33,10409.87,3085.38,2174.56,USD,0.1574,60,days,bullet,10,,,Default,34592.89,,,,,,
